Subject,Channel,Delta,Theta,Alpha,Beta,Gamma
sub-033,8,2.8079784648820816e-10,3.2245213326949846e-11,1.4309793260585563e-11,3.924862806389773e-11,1.4736781252759995e-11
sub-033,3,2.4235849204109745e-10,2.979630428430903e-11,1.2301164714314755e-11,2.6895701083505284e-11,1.0861860547231564e-11
sub-033,4,2.4181157099022084e-10,2.9559720873293327e-11,1.1329583277109327e-11,2.920825323196446e-11,9.954187863962507e-12
sub-033,0,2.335098244969634e-10,2.6468280823713358e-11,1.0207769705428982e-11,1.3291738228104982e-11,2.749647852587543e-12
sub-033,1,2.352409170806023e-10,2.6474817064430644e-11,1.0428518596095052e-11,1.3492008162440372e-11,2.777515034668346e-12
sub-033,12,2.352959180891617e-10,2.750655377862672e-11,1.3337327201011631e-11,1.5857136713008422e-11,3.9485817623383394e-12
sub-033,13,2.3840102476799976e-10,2.857003882241151e-11,1.4064170347798984e-11,1.6164645393164188e-11,4.31125970774533e-12
sub-033,10,2.403300987734119e-10,3.09066382562009e-11,1.813757573007138e-11,2.0620104507199154e-11,5.4326461947242535e-12
sub-033,11,2.4185674307503905e-10,3.018811512549519e-11,1.392495083253064e-11,1.6952053474305392e-11,5.729984556100578e-12
sub-033,5,2.5710440746877575e-10,3.9054584095806055e-11,2.369741594335522e-11,2.389712393402753e-11,6.774777350409167e-12
sub-033,6,2.5503077901591626e-10,3.2006012632263456e-11,1.595140964212163e-11,3.033085766570137e-11,8.537662012550929e-12
sub-033,15,2.430330972274624e-10,3.6033250148736076e-11,2.7461971558027123e-11,2.4646533733449742e-11,8.497579415797633e-12
sub-033,16,2.4361892901856936e-10,3.57795626352845e-11,2.2462921718343514e-11,2.2984310156899507e-11,7.520559439814378e-12
sub-033,17,2.394969538580773e-10,3.2028479610045016e-11,2.1963192367848865e-11,2.1111098377565973e-11,5.738392385632724e-12
sub-033,18,2.4012579552926465e-10,3.1360887118545693e-11,1.785343215948544e-11,1.9642272408499128e-11,6.738134152365789e-12
sub-033,9,2.4200691042341816e-10,3.2944258853568146e-11,1.1842835257189488e-11,2.333806345402506e-11,9.025508451902706e-12
sub-033,2,2.3662317467788805e-10,2.8331217890139948e-11,9.482728863441427e-12,1.430364052112137e-11,3.2426962514596468e-12
sub-033,14,2.3667518733019887e-10,2.7266401930626356e-11,1.00568098977332e-11,1.2297304180817111e-11,3.3980276033491667e-12
sub-034,7,3.6256519314754057e-10,3.9077253733519856e-11,9.949694549474513e-12,1.279669404357101e-11,3.928099448807214e-12
sub-034,8,3.5050729044267836e-10,3.701863775283047e-11,9.801519064146414e-12,1.2742324546417134e-11,4.275363638385325e-12
sub-034,3,3.561345308497789e-10,3.2080193558763104e-11,8.927916212071553e-12,1.1206730671702827e-11,2.6978359077053774e-12
sub-034,4,2.8013124044169086e-10,3.041970319067791e-11,8.736071784800359e-12,1.0421988082030899e-11,2.4461324180292387e-12
sub-034,0,2.7864153510685136e-10,2.8949209751275582e-11,8.437430196891594e-12,1.0429731358158048e-11,2.2134692104722275e-12
sub-034,1,2.8123611795880366e-10,2.929268246524079e-11,8.640509402698524e-12,1.0697174786697939e-11,2.219229777616018e-12
sub-034,12,3.0132671729684257e-10,3.0999641081241003e-11,9.492750552210915e-12,1.2438663433673486e-11,2.0798786770574925e-12
sub-034,13,2.810251775469864e-10,3.065837598190065e-11,9.829175960590323e-12,1.2365757273813992e-11,2.292747829118236e-12
sub-034,10,2.8435736845811105e-10,3.394420983003177e-11,1.1969590106508688e-11,1.4056424237366895e-11,2.379295801778808e-12
sub-034,11,2.8856472542194756e-10,3.454101266088471e-11,1.2259239501974296e-11,1.4032871361463523e-11,2.568655465268513e-12
sub-034,5,3.035720419328218e-08,3.449112473020573e-09,1.3200035077118926e-09,1.0716905469025848e-09,1.0974444150192284e-09
sub-034,6,2.9494852564866836e-10,3.581569079191104e-11,9.965281672660134e-12,1.1785020353475131e-11,3.2023335066988444e-12
sub-034,15,2.876028655382157e-10,3.4599693427714137e-11,9.41690608549031e-12,1.3824787345056524e-11,5.767715967724553e-12
sub-034,16,2.81961398000962e-10,3.69631240423581e-11,1.001434779431256e-11,1.1265269254004956e-11,2.729350614431466e-12
sub-034,17,2.8231848359455307e-10,3.373818307625856e-11,1.0594383714934164e-11,1.3218032117392037e-11,2.249480195534839e-12
sub-034,18,2.798148083893568e-10,3.6484737577263216e-11,1.16335788134209e-11,1.2985461651040132e-11,2.5307582975909546e-12
sub-034,9,2.7969295600216966e-10,2.9486572470342966e-11,8.410749995135827e-12,9.962243119696592e-12,2.0131557211871068e-12
sub-034,2,2.7863165450004726e-10,2.835509601046289e-11,8.052126314902203e-12,9.209076453767972e-12,1.880550705557528e-12
sub-034,14,2.796854557197004e-10,2.967696735521031e-11,8.747563781861879e-12,1.0872699042346826e-11,2.0700582034514975e-12
sub-035,7,3.3110162018382807e-10,3.4850898476099184e-11,1.2454713806195946e-11,1.4017993850092407e-11,5.381846897954172e-12
sub-035,8,3.1384853343322696e-10,3.521954403105479e-11,1.280794458266439e-11,1.7082865079173218e-11,7.757966278112557e-12
sub-035,3,2.537478591675695e-10,3.046248388436241e-11,1.0005041163872339e-11,1.0959741041139252e-11,3.364968227459953e-12
sub-035,4,2.4906560984719884e-10,3.0427312910149546e-11,1.0212259991873744e-11,1.1241018925112488e-11,3.3425401124657016e-12
sub-035,0,2.36937325292309e-10,2.693399122205081e-11,7.833309297527452e-12,8.655308992606398e-12,2.2072918861519426e-12
sub-035,1,2.350911723707272e-10,2.674244178187111e-11,7.803056198884534e-12,8.7321062011613e-12,2.190309492567492e-12
sub-035,12,2.419990828985459e-10,2.7643360370010168e-11,8.470280078275251e-12,9.713367920322114e-12,3.3042875921702255e-12
sub-035,13,2.4290455090119297e-10,2.721618379841133e-11,8.37123318773117e-12,8.979489066261526e-12,2.3489008619407164e-12
sub-035,10,2.518984717583072e-10,2.9227613171077576e-11,9.201263512407478e-12,1.1590496049774416e-11,5.212975029328215e-12
sub-035,11,2.518068087287442e-10,2.8875419300533015e-11,9.044573069318529e-12,1.0027745600553309e-11,3.5296897386104564e-12
sub-035,5,2.7228377898878447e-10,4.4380609383442477e-11,1.4337412899503635e-11,1.4048761249543104e-11,4.9115138047694084e-12
sub-035,6,2.6673014113358684e-10,4.388777300390122e-11,1.3374417697713402e-11,1.4350172195732272e-11,4.3339826941394056e-12
sub-035,15,2.555695291445032e-10,3.6948912452548656e-11,1.147112251532588e-11,1.847530373618444e-11,1.172299770371117e-11
sub-035,16,2.4726326170593927e-10,3.709072638841006e-11,1.1519796975663119e-11,1.7436413736184968e-11,8.951379652688473e-12
sub-035,17,2.507603535697996e-10,3.037589777377035e-11,9.635269179506863e-12,1.323379110748704e-11,6.332907177631979e-12
sub-035,18,2.5299589899644865e-10,2.9965906983227036e-11,9.43564041482534e-12,1.127074713079928e-11,3.864144925146883e-12
sub-035,9,2.4879124019752946e-10,2.9691956556551106e-11,1.0337392811789278e-11,9.4929083989067e-12,2.252112163274099e-12
sub-035,2,2.3615859311607913e-10,2.6428967789455807e-11,8.297865419478559e-12,8.389416177814317e-12,1.8099235286566973e-12
sub-035,14,2.4177987188113285e-10,2.6851342421724063e-11,8.289177098760372e-12,8.523666853381009e-12,2.191871334697536e-12
sub-036,7,3.3900733977305436e-10,4.320992555490315e-11,3.4181389744839144e-11,3.95636665497556e-11,7.2169263810595075e-12
sub-036,8,3.082793743531853e-10,3.90578357503892e-11,3.0750942112256524e-11,3.8326205810287625e-11,6.020741449794965e-12
sub-036,3,2.4533563272874226e-10,3.429057451428632e-11,2.604807318001916e-11,3.2478924318306564e-11,3.992383520054169e-12
sub-036,4,2.4716000634026924e-10,3.495714552485421e-11,2.5291861099226924e-11,3.240749487854643e-11,3.934534478321099e-12
sub-036,0,2.378581897524024e-10,3.207071752716457e-11,2.8045563722965032e-11,2.7163366996097328e-11,2.197286552664023e-12
sub-036,1,2.3991579683874125e-10,3.218384817986127e-11,2.842604467648517e-11,2.6881555110120142e-11,2.165734325743047e-12
sub-036,12,2.3977461608936267e-10,3.559470418365717e-11,3.729536780283244e-11,3.9421661795965576e-11,2.8541034241456404e-12
sub-036,13,2.425119508777109e-10,4.1867309892136176e-11,4.0251800740874114e-11,3.466098012367785e-11,4.071553937421775e-12
sub-036,10,2.423426638291902e-10,3.9225931248392386e-11,3.9256670540874796e-11,3.917876523337778e-11,3.88732523563368e-12
sub-036,11,2.4462323600183035e-10,4.295993584873412e-11,3.8220346867153325e-11,3.4290254390333273e-11,4.359930875564018e-12
sub-036,5,3.0606045758163595e-10,5.0330742545311766e-11,4.092984639975457e-11,3.7478744161029196e-11,4.342373545959291e-12
sub-036,6,2.878926275682164e-10,4.363129756772755e-11,3.549046503539309e-11,3.5665012824666475e-11,3.82910758791948e-12
sub-036,15,2.570290419498062e-10,5.173052185393538e-11,5.078485360314319e-11,4.116652243814782e-11,5.1173614166402255e-12
sub-036,16,2.5481981657724225e-10,4.739811750659761e-11,4.407521726286749e-11,3.5703710826055394e-11,3.725937414787844e-12
sub-036,17,2.4290993434514656e-10,4.13352408688804e-11,3.7993912919331065e-11,3.4745258029778385e-11,3.6776327314579645e-12
sub-036,18,2.456088750082213e-10,5.4330458138560366e-11,5.2860595571553614e-11,4.4198313553357556e-11,1.0083248948311314e-11
sub-036,9,2.4156603061919336e-10,3.6226849312058356e-11,2.5675455319370572e-11,3.333156681055897e-11,3.3770528116284267e-12
sub-036,2,2.4040954821195327e-10,3.353123287509752e-11,2.206046792086929e-11,2.848675387191687e-11,3.6028554496235557e-12
sub-036,14,2.4127425807655153e-10,3.451904365169449e-11,2.7513395841476076e-11,2.8488127797130984e-11,2.8258035243218928e-12
sub-037,7,3.610585100507e-10,7.423178973784824e-11,2.7863604134680834e-11,2.1756368627998773e-11,4.829272256284406e-12
sub-037,8,3.8021499983308174e-10,7.195994308902834e-11,2.7405763520924796e-11,2.0989782466289576e-11,4.346089571839341e-12
sub-037,3,3.298549257665387e-10,5.97829360412413e-11,2.1458149582345013e-11,1.9692751858998396e-11,3.815336017417448e-12
sub-037,4,3.3374432379355745e-10,6.350451066851573e-11,2.337001601032081e-11,1.8743616993694456e-11,3.3788206761175678e-12
sub-037,0,3.212886340071401e-10,4.941052879959584e-11,1.7074044559441898e-11,1.4709056389311067e-11,2.592563739012849e-12
sub-037,1,3.253170143317545e-10,5.2716710967002926e-11,1.8192666505718056e-11,1.640524955224092e-11,3.0876030210648094e-12
sub-037,12,3.3092680191837606e-10,9.863228616540143e-11,4.3029548205364677e-11,1.828513692963624e-11,3.326450072174208e-12
sub-037,13,3.281840660315629e-10,7.550869415483371e-11,3.0756196108217364e-11,1.7950672473577212e-11,3.0041739605562738e-12
sub-037,10,3.2696812446421685e-10,1.4595583888017223e-10,7.210714051573482e-11,1.957074162705825e-11,4.3690643033449056e-12
sub-037,11,3.2937592852741944e-10,1.2822813120068572e-10,6.496088346432137e-11,2.009620742869733e-11,3.5587765647114738e-12
sub-037,5,3.458667603289133e-10,7.446173730767989e-11,2.7123366035115943e-11,2.7002726321184843e-11,1.1609658006843823e-11
sub-037,6,3.4127673470153314e-10,7.128125793112694e-11,2.722508494447781e-11,2.04716353206684e-11,3.837211249390909e-12
sub-037,15,3.358837398609162e-10,6.583098431637163e-11,2.443494479486561e-11,2.0681734037072053e-11,5.78153311818036e-12
sub-037,16,3.3655612595032447e-10,6.158466461605357e-11,2.313532215462864e-11,1.981785676527376e-11,4.782796550108949e-12
sub-037,17,8.668745336938228e-10,1.4688285463211128e-10,5.923857662771782e-11,2.5370881855934335e-11,4.8010015334147374e-12
sub-037,18,3.310986179548774e-10,9.084533097010696e-11,4.032226712601386e-11,2.0903086865498418e-11,3.700553273933723e-12
sub-037,9,3.3046561501938467e-10,6.310359345251884e-11,2.3020679679176623e-11,1.7913888252849653e-11,3.106992274093296e-12
sub-037,2,3.237299905423798e-10,5.170760050437804e-11,1.7689856548382195e-11,1.4829580306641274e-11,2.847306293853263e-12
sub-037,14,3.1933025421244576e-10,9.417684890323927e-11,4.0348109835607847e-11,1.3227466901162496e-11,2.5370195251261795e-12
sub-038,7,5.223442052220459e-10,3.7262413203144456e-11,1.620497409331164e-11,1.9463952920581618e-11,3.5954613624695968e-12
sub-038,8,5.361062967198339e-10,3.743555142669088e-11,1.5602787762625224e-11,2.183379552610636e-11,4.283765130360905e-12
sub-038,3,5.133279410874778e-10,3.473993978445297e-11,1.2044133950082949e-11,1.7850724972360962e-11,2.767299681855145e-12
sub-038,4,5.073473620373044e-10,3.529012239505471e-11,1.2288630096613437e-11,1.9757490567243584e-11,3.999407413515537e-12
sub-038,0,5.228417728484023e-10,3.2672892933275235e-11,9.686665009014394e-12,1.4344717847666432e-11,2.151891022834525e-12
sub-038,1,4.973022859737605e-10,3.2864839186344565e-11,9.685437399085958e-12,1.3983528124967965e-11,2.165022736165929e-12
sub-038,12,7.378905573021145e-10,3.511580419710537e-11,1.4409763876497592e-11,1.5542181643135228e-11,2.3518988264015645e-12
sub-038,13,6.808754526467256e-10,3.862161933644694e-11,1.7155860037435425e-11,1.5330303922482783e-11,2.1704004500807208e-12
sub-038,10,6.03859361264865e-10,5.975991781379677e-11,4.173093997541563e-11,3.8566376494221233e-11,6.894729576411282e-12
sub-038,11,6.324126075618827e-10,4.845435037201369e-11,4.584724900210138e-11,2.0159642293619463e-11,2.630238622909602e-12
sub-038,5,5.1740779509602e-10,3.621898640984815e-11,1.6367385491228742e-11,2.0545060372478878e-11,6.562001557087264e-12
sub-038,6,5.130057565171371e-10,3.7337227209143046e-11,1.623644456101788e-11,2.291794318215485e-11,6.6577885902028365e-12
sub-038,15,5.00279004761434e-10,3.5222523331935396e-11,1.4168694563034336e-11,1.5688849559737382e-11,3.2981618307023642e-12
sub-038,16,4.969934939011956e-10,3.5745740786645676e-11,1.3924408907952716e-11,1.7973285744764498e-11,4.838684884519163e-12
sub-038,17,8.55012332373946e-10,5.1670318086701896e-11,2.6408813219177047e-11,1.9102147803147538e-11,3.408692504819869e-12
sub-038,18,9.651482591430279e-10,4.537071527288735e-11,2.9604724417170344e-11,2.0356937718794646e-11,3.422010544822231e-12
sub-038,9,5.094968666014161e-10,3.464073707321772e-11,1.1148987113742532e-11,1.6886530508075334e-11,2.3578058473306095e-12
sub-038,2,1.3073231630194543e-09,4.422127691581388e-11,1.4707907723662636e-11,1.5108914028256713e-11,2.286128869196103e-12
sub-038,14,9.49727439032789e-10,3.3934612414053514e-11,1.4557092705072573e-11,1.3267368840657915e-11,2.2730748617841597e-12
sub-039,7,3.164786922290522e-10,6.058563504098188e-11,6.723772114562993e-11,3.5200981427399404e-11,1.7977594858646692e-11
sub-039,8,3.1497117412753416e-10,6.174803625137734e-11,6.606238639771916e-11,3.5522319494234766e-11,1.865894385092671e-11
sub-039,3,3.051054407971358e-10,4.8588702677185546e-11,4.399523306495815e-11,2.154612589809405e-11,4.899942235935768e-12
sub-039,4,3.0023452046431776e-10,5.416503825692888e-11,5.01700384002144e-11,2.248061299146032e-11,6.5011564870363775e-12
sub-039,0,2.916413244433941e-10,3.94165675442754e-11,2.8277825295945807e-11,1.5448860120086643e-11,2.3569837362639895e-12
sub-039,1,2.9290217038010313e-10,3.8650685268988005e-11,2.8309318167038705e-11,1.5326429057530244e-11,2.3697991228533304e-12
sub-039,12,2.951689914040245e-10,8.031625211100893e-11,7.410146096876879e-11,2.076971967654741e-11,3.105861010521553e-12
sub-039,13,7.361692652365927e-10,6.496481540045409e-11,4.805092589423698e-11,2.0339864554304227e-11,3.5273175652955386e-12
sub-039,10,2.997164562819987e-10,1.3572844844657226e-10,1.2460034829762846e-10,2.3753479361629496e-11,4.555482953494246e-12
sub-039,11,5.242820966170086e-10,1.12244987030819e-10,1.1333829961325108e-10,2.6232201060769525e-11,5.8248120475455456e-12
sub-039,5,3.0251590267310337e-10,5.3659030760271415e-11,5.7218270509303556e-11,2.423751100936774e-11,7.606793396353176e-12
sub-039,6,3.0947391927857557e-10,5.7682834827362814e-11,6.268319624079018e-11,2.4698118010030268e-11,6.05980120869157e-12
sub-039,15,2.9580369030591714e-10,5.855564605100265e-11,5.155277355067699e-11,1.8486374297254988e-11,4.111734464700102e-12
sub-039,16,7.065095426416721e-10,5.3369002209326e-11,5.223306053089933e-11,2.102882670438913e-11,7.533676996239629e-12
sub-039,17,2.993153091630321e-10,1.1962982150245078e-10,1.0276962590628106e-10,2.2716188626400168e-11,4.1255703987258446e-12
sub-039,18,6.864048048872781e-10,1.145666402471504e-10,1.0090736708710459e-10,2.3206910104806478e-11,5.251500137599301e-12
sub-039,9,3.059225421869712e-10,5.801214413603333e-11,5.2791563521863567e-11,1.9444964882103446e-11,4.77842612291265e-12
sub-039,2,2.9448596169028483e-10,3.1327535585708997e-11,1.5113639042060955e-11,1.4053609714963572e-11,2.42456005326074e-12
sub-039,14,2.9565605930067764e-10,7.413710258066529e-11,6.840668524025778e-11,1.7146776126771333e-11,2.8304641778506724e-12
sub-040,7,1.0489462720882676e-09,1.2585269922809288e-10,4.804039981418365e-11,4.984142160425488e-11,1.4704867094974102e-11
sub-040,8,1.0422624658457252e-09,1.2476515704407778e-10,4.6796102591425686e-11,5.313757201961273e-11,1.7513488498309256e-11
sub-040,3,9.947802444627076e-10,1.1835604561271566e-10,4.2581569221944434e-11,4.516668642895104e-11,1.1874754381916715e-11
sub-040,4,1.0377544948575367e-09,1.5652670023632864e-10,5.809159013221146e-11,5.286157388759236e-11,1.346267438292482e-11
sub-040,0,9.218259937357784e-10,1.1654796665691402e-10,3.5565044341281836e-11,4.569169836552252e-11,1.29992302486962e-11
sub-040,1,9.560532117728927e-10,1.2923790193715563e-10,3.8124793188954393e-11,4.7127605732246066e-11,1.2830492686250836e-11
sub-040,12,9.702658183240055e-10,1.340966577196283e-10,5.3389912299171295e-11,4.9195052810716515e-11,1.3251965617332618e-11
sub-040,13,9.02343888618408e-10,1.351010581908041e-10,6.044932818256757e-11,4.6578872184801517e-11,1.0607306122995595e-11
sub-040,10,1.3357992059355474e-09,2.4788279550654216e-10,1.291734928386149e-10,5.799342834905287e-11,1.6638002160014914e-11
sub-040,11,1.0719680283834015e-09,1.8892749530298628e-10,1.1348375773129656e-10,5.70381096337744e-11,1.5862405574114698e-11
sub-040,5,1.0345206633810394e-09,1.2236433265363703e-10,4.708476906849798e-11,5.0274678767890623e-11,1.619502567311413e-11
sub-040,6,1.1699221811169426e-09,1.253303899878139e-10,4.526006145234096e-11,4.9707120622757245e-11,1.6377276078867898e-11
sub-040,15,9.613540005426032e-10,1.3713370478607275e-10,6.362655271307839e-11,6.658150270453004e-11,2.6365473452695237e-11
sub-040,16,1.826006154567489e-09,4.3521032659383527e-10,1.2632151032748103e-10,1.0525530782073415e-10,3.460265866988337e-11
sub-040,17,9.179291000579915e-10,1.4790798654667219e-10,7.169174147193933e-11,5.449572645844488e-11,1.3928521416116008e-11
sub-040,18,3.013771551655961e-09,3.3548080308345776e-10,1.4530897022749263e-10,1.05435454661016e-10,3.754478428402514e-11
sub-040,9,9.108630922282499e-10,1.1981818217205988e-10,4.114522297204936e-11,4.310612069665087e-11,1.0709385322630968e-11
sub-040,2,9.176604439190747e-10,1.1739278860450315e-10,3.658524871818689e-11,4.293560508048442e-11,1.0938780511989734e-11
sub-040,14,9.16862783404388e-10,1.709284993761291e-10,7.902047927553695e-11,5.0514760260778256e-11,1.3843631896422347e-11
